Client,Warehouse,Product,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19
5,51,5319,9,0,0,13,11,15,17,1,4,5,1,13,4
5,51,5715,4,16,3,3,8,3,13,16,17,11,1,7,3
5,51,5732,7,1,19,1,11,17,4,8,4,18,7,19,3
5,51,5963,1,2,6,18,4,4,2,7,8,19,11,17,9
5,51,6184,7,16,19,0,4,15,17,3,3,0,14,11,6
5,51,6275,7,11,10,14,3,7,11,9,9,1,10,9,14
5,51,6521,19,5,0,11,15,4,18,0,10,1,6,1,9
5,51,6696,1,15,10,6,0,11,11,8,4,12,3,0,1
5,51,6721,1,6,8,7,4,9,2,0,19,1,2,9,17
5,51,7238,3,19,7,15,16,16,13,1,13,8,8,18,13
5,51,7437,18,15,5,14,0,14,3,12,12,2,9,18,5
5,51,7466,3,13,5,13,3,16,12,6,15,6,0,4,4
5,51,7467,12,0,17,1,5,4,4,14,18,19,14,7,1
5,51,7733,13,12,10,7,4,9,12,5,11,6,17,11,1
5,51,7880,14,2,14,16,1,14,19,8,7,17,18,5,13
5,51,8055,1,12,18,17,19,9,9,0,9,1,12,1,15
5,51,8097,1,8,3,19,11,18,5,8,7,0,2,14,18
5,51,8519,12,19,18,17,17,6,16,18,1,12,13,1,15
5,51,8706,17,16,15,13,4,15,18,2,0,19,1,14,18
5,51,9058,1,19,16,0,2,8,11,6,15,19,8,1,2
5,51,9109,8,4,19,12,19,9,17,14,13,5,4,12,13
5,51,9254,5,4,13,10,10,7,16,18,19,2,7,12,6
5,51,9446,10,8,15,12,10,6,2,3,16,14,18,9,1
5,51,9535,11,18,4,12,12,0,4,9,2,4,7,2,0
5,51,9606,0,7,0,18,7,3,18,9,14,3,2,8,10
5,51,10033,5,17,5,6,9,11,7,10,6,1,3,7,3
5,51,10240,9,10,16,5,10,3,7,16,18,8,1,1,0
5,51,10300,1,6,0,6,6,0,4,11,15,7,3,7,10
5,51,10421,7,13,1,19,2,17,5,3,10,0,0,10,8
5,51,10750,7,15,17,16,9,3,19,19,16,0,3,8,6
5,51,10761,9,5,3,1,17,6,15,4,17,14,9,8,15
5,51,10877,9,2,7,14,19,5,19,19,18,15,9,15,6
5,51,11285,3,15,17,12,12,9,9,5,15,2,18,16,7
5,51,11339,3,16,3,3,14,2,4,10,19,16,13,3,8
5,51,11730,17,0,10,4,15,17,5,15,14,19,6,16,10
5,51,11907,14,1,3,7,13,10,8,16,19,8,4,19,9
5,51,12332,10,13,5,3,19,17,1,1,9,8,11,10,12
5,51,12537,10,11,13,18,15,10,4,19,8,12,15,0,0
5,51,12876,5,19,11,12,3,12,2,9,19,12,2,11,16
5,51,13316,1,13,18,1,9,17,12,13,8,14,11,4,12
5,51,13400,11,10,1,15,13,9,7,1,1,1,16,3,7
5,51,13491,11,15,9,19,5,4,10,15,12,10,18,1,0
5,51,13612,4,12,13,8,16,6,16,14,8,9,16,13,16
5,51,13804,7,12,19,14,12,0,16,4,11,8,15,16,17
5,51,13845,15,3,5,9,12,12,11,15,10,5,1,13,9
5,51,14024,2,4,2,2,15,14,19,19,6,10,8,2,10
5,51,14117,12,7,9,10,19,7,4,1,2,9,12,17,13
5,51,14175,15,16,7,5,18,11,13,18,1,17,12,19,11
5,51,14186,4,19,6,0,4,16,9,18,13,5,16,12,15
5,51,14245,9,5,2,9,17,13,15,19,19,6,4,12,17
5,51,14905,5,5,1,2,19,4,3,16,7,4,13,18,12
5,51,14914,0,1,0,17,16,19,18,12,6,14,2,18,17
5,51,15010,11,11,12,1,3,3,6,1,18,14,17,14,14
5,51,15233,8,15,4,11,0,19,7,11,13,17,10,10,18
5,51,15332,19,11,18,9,2,0,3,3,4,0,18,0,4
5,51,15763,13,0,16,16,13,17,3,17,18,10,0,14,7
5,51,16151,17,18,14,2,4,12,6,5,5,2,1,2,3
5,51,16234,6,17,12,18,5,4,15,15,18,19,7,6,14
5,51,16363,19,10,2,18,16,6,4,5,16,18,5,17,11
5,51,16382,10,7,18,17,1,6,15,14,16,6,18,5,19
5,51,16426,19,6,15,14,11,17,10,16,9,5,7,17,8
5,51,16631,4,1,4,14,17,5,2,14,11,8,6,7,15
5,51,16691,19,2,11,7,1,13,8,17,2,7,10,5,9
5,51,16910,7,0,6,17,9,0,17,17,17,9,13,15,4
5,51,16971,5,2,0,10,15,11,17,16,9,1,7,1,7
5,51,17238,13,13,8,17,13,1,3,2,18,18,15,12,19
5,51,17244,7,15,7,18,11,7,15,19,10,13,17,13,13
5,51,17512,18,2,9,16,0,17,15,2,5,12,18,6,8
5,51,17679,1,16,0,10,8,4,18,3,7,13,0,11,1
5,51,17780,12,18,16,8,19,6,15,7,14,18,13,11,8
5,51,17988,2,0,19,0,4,5,18,14,12,14,1,5,0
5,51,18060,12,14,11,15,17,4,11,15,19,3,9,6,10
5,51,18064,11,5,18,14,1,9,2,0,4,17,11,8,18
5,51,18218,11,15,16,10,0,0,4,5,9,5,18,19,16
5,100,44,14,1,19,19,15,13,16,12,14,13,4,13,15
5,100,66,13,7,0,3,14,3,6,16,0,4,9,18,0
5,100,74,1,19,12,15,5,18,9,4,7,15,5,17,13
5,100,127,14,3,3,0,8,11,17,5,8,6,0,10,19
5,100,182,0,13,13,1,17,10,3,9,12,7,18,16,3
5,100,188,16,15,6,12,12,1,4,6,12,15,0,0,18
5,100,313,12,17,17,8,1,1,2,16,0,12,6,19,15
5,100,337,13,15,17,15,9,12,7,12,19,18,6,1,7
5,100,387,0,14,14,9,14,4,18,11,6,2,0,13,17
5,100,450,11,11,5,18,9,18,10,11,0,9,17,8,1
5,100,473,6,2,19,8,19,15,3,15,4,13,16,12,13
5,100,493,1,2,18,8,11,8,6,10,0,2,15,3,13
5,100,578,14,6,6,5,5,19,15,8,12,12,0,15,6
5,100,619,2,5,19,12,13,10,0,17,7,11,12,12,13
5,100,625,15,4,4,2,18,15,12,4,2,2,0,9,10
5,100,628,7,7,9,10,19,15,9,19,4,5,10,8,10
5,100,746,10,14,11,7,4,6,7,4,16,1,7,10,9
5,100,752,0,9,17,13,5,8,0,9,6,4,16,17,0
5,100,761,10,13,15,19,13,5,3,2,3,5,2,19,17
5,100,780,16,17,15,9,2,1,14,11,12,6,10,7,14
5,100,854,4,2,13,5,7,18,16,5,17,13,2,9,1
5,100,917,8,7,13,3,8,4,16,9,6,5,6,9,1
5,100,920,7,6,5,2,10,6,7,16,5,8,1,6,8
5,100,957,7,3,3,5,19,12,2,12,12,11,18,0,8
5,100,1001,16,10,14,19,15,7,6,4,19,7,14,3,15
5,100,1098,0,13,12,17,15,3,13,6,19,3,13,5,15
5,100,1119,19,8,1,3,0,13,9,8,9,15,13,11,2
5,100,1305,19,17,3,18,13,13,3,18,8,13,5,2,15
5,100,1362,7,13,6,6,6,0,0,9,1,8,11,14,0
5,100,1499,5,4,12,17,2,15,7,9,1,12,11,7,18
5,100,1572,19,9,13,12,17,14,2,3,13,10,4,4,19
5,100,1626,9,5,13,12,8,18,17,10,1,17,11,14,13
5,100,1641,7,15,10,10,11,7,12,1,13,9,5,3,0
5,100,1679,8,4,12,7,18,3,16,13,2,1,18,18,14
5,100,1695,17,13,11,7,11,14,0,13,1,19,16,3,19
5,100,1796,1,3,7,16,9,0,17,2,11,12,11,0,19
5,100,1923,18,3,14,13,17,7,6,5,4,13,0,14,16
5,100,1945,5,18,8,12,2,8,15,15,13,19,15,3,16
5,100,1965,12,16,6,4,5,2,11,18,15,9,19,2,9
5,100,2023,9,16,0,19,12,9,12,0,18,4,9,8,2
5,100,2043,12,15,15,6,15,1,10,1,19,10,19,6,2
5,100,2102,15,11,15,9,16,8,14,5,11,2,3,0,12
5,100,2120,2,13,10,10,5,15,9,5,15,5,0,19,9
5,100,2190,12,2,0,5,7,18,12,19,1,3,19,16,16
5,100,2210,15,11,7,11,5,16,12,4,6,14,19,19,2
5,100,2220,17,15,19,3,15,7,1,5,11,4,9,2,6
5,100,2309,2,0,9,16,1,6,9,11,12,1,10,13,18
5,100,2311,17,16,19,8,14,13,3,3,19,0,3,1,8
5,100,2393,8,3,16,12,15,9,12,0,8,8,4,16,2
5,100,2419,2,14,17,18,4,12,19,1,11,15,1,13,13
5,100,2496,15,13,16,9,12,1,4,10,0,5,18,2,17
5,100,2506,15,16,9,4,7,7,16,16,5,13,14,4,12
5,100,2540,11,4,4,19,17,17,14,11,9,4,12,15,16
5,100,2708,0,14,19,13,1,11,4,17,10,1,8,1,9
5,100,2794,14,2,4,13,16,18,16,12,10,15,10,9,16
5,100,2858,12,16,8,18,5,8,2,6,14,15,16,17,1
5,100,2874,10,9,0,16,8,9,15,7,16,16,3,15,1
5,100,2908,10,9,2,18,4,5,10,10,6,3,6,3,19
5,100,2951,2,0,11,17,1,15,10,17,7,18,9,16,10
5,100,2952,12,18,15,2,17,10,10,13,3,8,18,5,3
5,100,3032,6,0,9,4,4,0,6,10,5,16,12,0,11
5,100,3090,14,13,0,5,8,13,18,0,2,19,10,3,7
5,100,3131,0,2,18,19,16,0,4,16,12,15,6,8,18
5,100,3161,9,11,6,15,4,14,1,15,12,2,19,4,1
5,100,3183,8,8,4,19,9,4,4,2,11,9,14,11,7
5,100,3335,15,1,11,5,19,19,2,10,3,11,13,5,8
5,100,3515,9,10,6,5,15,11,4,10,9,19,18,0,3
5,100,3624,17,10,8,10,14,1,5,8,7,7,15,10,17
5,100,3702,0,0,1,2,15,4,13,7,10,5,15,2,17
5,100,3736,8,10,15,18,12,19,4,7,7,8,2,9,7
5,100,3766,3,14,11,19,0,9,5,0,8,11,13,17,4
5,100,3775,3,13,1,15,5,8,10,15,6,13,19,8,0
5,100,3848,17,0,10,16,16,17,7,17,12,12,15,17,9
5,100,3912,6,10,6,16,3,8,13,16,4,18,1,10,5
5,100,3935,8,18,5,14,8,19,5,1,1,14,9,18,17
5,100,4002,11,16,18,10,0,1,19,0,14,9,9,10,10
5,100,4026,13,2,7,5,5,8,3,12,2,11,13,19,2
5,100,4136,16,12,12,7,4,19,6,16,9,14,9,8,10
5,100,4189,10,16,9,9,1,14,17,16,1,15,8,15,12
5,100,4248,19,14,8,11,13,5,8,12,7,7,5,3,11
5,100,4255,19,5,4,9,13,2,14,11,6,19,5,15,5
5,100,4285,18,5,6,0,11,0,2,13,9,10,2,15,2
5,100,4318,13,15,6,12,7,14,13,1,12,18,9,0,19
5,100,4339,13,10,3,7,6,1,17,12,3,7,3,18,18
5,100,4358,8,10,7,10,10,16,3,18,7,7,2,7,5
5,100,4395,7,6,9,4,19,12,7,12,17,7,18,14,9
5,100,4472,11,11,3,3,9,18,3,8,19,5,7,15,15
5,100,4473,7,17,19,5,4,17,18,12,0,3,4,11,5
5,100,4524,14,14,14,17,15,1,5,14,18,0,6,17,15
5,100,4625,14,19,15,11,2,19,0,16,6,4,0,6,19
5,100,4654,6,10,2,5,12,9,13,13,6,3,4,9,16
5,100,4712,10,8,3,5,13,2,7,17,16,11,15,9,6
5,100,4788,8,4,10,16,7,4,14,4,4,3,12,17,16
5,100,4874,1,12,16,10,16,15,15,12,3,2,3,8,8
5,100,4895,9,16,14,5,7,15,3,17,0,17,2,7,6
5,100,4923,7,9,3,1,18,9,3,1,19,12,4,15,5
5,100,5040,7,5,6,17,11,1,14,9,13,19,19,4,17
5,100,5107,7,19,8,4,4,5,17,16,12,12,12,7,19
5,100,5185,2,15,11,13,12,10,8,17,15,15,1,0,15
5,100,5191,1,11,17,19,8,19,7,19,19,17,9,17,6
5,100,5212,13,1,15,6,10,18,7,19,6,16,11,14,9
5,100,5248,14,5,17,5,16,3,15,15,16,4,1,0,0
5,100,5258,7,18,0,1,10,19,16,6,0,12,7,6,11
5,100,5266,16,8,6,1,9,9,15,19,1,8,3,3,13
5,100,5287,8,3,19,8,11,2,16,11,8,6,0,16,17
5,100,5319,14,17,4,2,12,1,10,4,3,15,18,9,12
5,100,5480,3,1,16,3,7,1,14,15,13,2,5,13,7
5,100,5539,3,6,15,8,17,6,11,5,6,15,5,7,5
5,100,5556,4,18,9,11,8,1,1,4,14,10,4,16,7
5,100,5715,5,11,16,5,7,3,5,17,14,19,15,10,11
5,100,5726,5,15,15,3,13,18,10,11,11,3,5,5,15
5,100,5732,16,11,15,13,12,4,14,12,18,12,12,6,14
5,100,5773,5,14,6,8,15,10,7,9,16,18,4,15,0
5,100,5819,15,9,7,14,7,13,10,16,4,6,11,14,13
5,100,5827,3,1,8,18,1,6,12,1,19,5,6,15,12
5,100,5937,11,3,12,0,4,11,0,1,1,2,11,3,2
5,100,5951,5,5,13,12,17,9,0,10,1,15,8,10,3
5,100,5963,1,13,2,18,14,11,18,5,15,8,17,2,9
5,100,5968,15,4,17,18,1,8,17,19,14,0,18,19,12
5,100,5981,19,5,7,18,9,9,0,1,16,12,15,5,4
5,100,6007,11,14,14,0,4,10,6,18,11,15,4,17,11
5,100,6115,2,1,7,11,6,18,9,6,2,6,17,10,4
5,100,6184,8,12,4,4,2,17,13,14,1,0,11,14,12
5,100,6195,19,19,8,15,18,5,8,13,7,0,14,10,0
5,100,6242,7,9,18,2,9,8,18,13,4,1,15,1,2
5,100,6245,16,16,2,3,4,5,4,1,18,3,4,1,10
5,100,6275,19,0,1,1,5,19,11,8,7,6,8,17,9
5,100,6319,14,12,14,8,17,13,16,2,19,4,6,11,5
5,100,6521,14,16,12,0,18,5,15,4,14,8,14,15,11
5,100,6584,0,17,8,16,19,9,9,2,9,10,13,9,14
5,100,6696,14,2,0,16,4,7,12,13,17,15,14,13,13
5,100,6707,18,3,7,13,14,0,4,6,11,14,17,0,18
5,100,6721,2,3,9,0,6,17,1,13,6,19,0,16,19
5,100,6735,15,7,14,12,11,13,11,1,3,18,2,1,8
5,100,6776,16,18,4,2,13,3,14,17,10,1,15,14,6
5,100,6800,1,1,8,18,7,15,11,9,13,7,19,1,18
5,100,6861,17,9,6,17,16,16,13,13,14,0,15,10,14
5,100,6994,6,5,13,19,1,2,16,16,8,6,12,13,12
5,100,7041,9,19,5,14,10,12,2,12,18,17,12,17,13
5,100,7051,7,4,9,19,19,7,2,10,10,16,17,4,13
5,100,7097,12,2,7,7,8,6,16,18,19,14,12,17,16
5,100,7135,6,4,18,16,7,10,10,3,12,11,12,1,18
5,100,7187,16,3,0,0,0,18,7,8,18,0,4,3,9
5,100,7201,5,9,6,3,13,6,3,2,10,9,3,9,12
5,100,7238,18,10,17,6,8,0,10,15,5,18,7,3,1
5,100,7307,3,15,0,18,0,9,7,15,13,5,12,7,8
5,100,7356,15,15,0,14,19,7,9,4,18,16,10,15,18
5,100,7437,15,18,19,7,14,13,14,18,18,2,1,16,0
5,100,7458,0,15,12,1,0,0,15,0,6,18,17,12,3
5,100,7466,9,16,17,4,5,4,16,9,14,10,3,8,16
5,100,7467,7,8,9,7,1,16,7,0,2,11,12,15,6
5,100,7720,7,2,3,6,1,7,4,6,9,5,4,3,6
5,100,7733,15,12,7,0,10,1,8,8,4,11,6,15,17
5,100,7880,3,3,13,15,7,18,0,11,1,3,13,11,15
5,100,8055,15,16,6,18,12,3,8,4,5,0,12,8,13
5,100,8097,12,1,5,8,14,14,14,12,8,6,13,1,7
5,100,8189,6,14,10,6,18,9,14,11,2,4,10,3,17
5,100,8198,8,7,15,11,9,14,1,9,16,19,18,4,2
5,100,8254,5,12,1,19,1,2,0,9,14,8,0,17,5
5,100,8272,18,4,0,11,19,3,15,15,11,13,0,14,1
5,100,8519,11,9,3,3,8,12,4,3,8,15,8,4,6
5,100,8575,5,7,5,8,17,19,13,0,4,10,16,16,15
5,100,8706,7,11,13,19,3,0,0,11,9,2,2,17,11
5,100,8741,10,3,13,2,9,2,11,0,10,7,18,18,2
5,100,8757,13,9,8,5,17,8,1,10,12,8,17,11,3
5,100,8776,17,1,9,4,2,8,7,5,2,9,5,5,7
5,100,8836,19,0,15,17,10,8,15,10,3,1,6,5,4
5,100,9058,12,6,11,3,2,15,1,14,16,14,12,19,3
5,100,9109,18,5,10,15,13,19,7,5,7,1,10,9,5
5,100,9124,19,1,14,11,13,13,2,10,4,4,13,18,17
5,100,9254,1,8,3,4,2,10,3,3,6,12,7,6,10
5,100,9336,1,14,18,17,17,5,2,4,0,17,10,19,12
5,100,9403,5,15,16,5,9,18,2,1,14,18,18,4,7
5,100,9410,18,3,5,9,6,8,15,11,7,8,17,12,7
5,100,9446,13,0,12,15,15,9,7,16,2,10,14,4,17
5,100,9535,4,2,6,12,4,13,2,0,10,17,5,5,9
5,100,9606,18,8,10,15,8,16,9,17,6,8,11,10,11
5,100,9843,16,18,5,17,5,12,5,4,3,8,16,16,10
5,100,9875,8,6,12,11,15,0,8,4,18,15,14,1,6
5,100,10033,18,9,11,19,7,4,10,7,19,7,3,0,6
5,100,10042,4,7,16,1,3,11,1,10,9,6,17,15,8
5,100,10057,8,4,8,10,10,7,15,3,6,0,0,17,9
5,100,10091,4,8,2,10,5,10,3,0,9,19,15,6,6
5,100,10169,17,12,10,13,2,19,9,4,15,4,14,13,15
5,100,10240,8,1,4,5,6,13,11,9,19,12,5,5,3
5,100,10300,2,15,13,10,14,2,2,2,5,0,18,15,9
5,100,10301,11,2,16,2,16,0,16,19,0,13,3,15,14
5,100,10421,4,15,5,18,3,16,1,5,14,2,19,12,18
5,100,10478,6,4,15,19,2,2,2,0,18,17,15,19,1
5,100,10580,11,18,12,15,17,15,6,1,1,17,13,6,6
5,100,10595,8,0,4,4,9,1,14,12,6,1,4,19,2
5,100,10747,14,14,5,6,15,3,1,1,11,9,16,15,3
5,100,10750,16,4,11,14,0,8,7,19,18,2,16,17,10
5,100,10761,11,6,13,4,13,16,13,19,12,4,18,19,8
5,100,10829,10,1,3,19,5,14,0,7,1,18,13,0,13
5,100,10877,9,8,4,15,15,7,4,16,7,11,11,1,6
5,100,10982,10,3,9,5,5,7,16,8,14,17,10,1,4
5,100,11174,18,2,14,7,8,19,4,3,11,0,16,4,3
5,100,11241,1,0,15,8,16,10,11,14,12,17,9,9,14
5,100,11285,15,6,14,7,7,3,2,9,7,5,2,15,8
5,100,11339,15,19,3,2,2,3,7,0,3,12,10,19,12
5,100,11399,3,2,6,3,10,5,15,15,6,19,13,9,15
5,100,11463,19,10,7,3,11,17,7,19,15,15,6,6,1
5,100,11639,7,14,17,19,3,17,15,3,17,7,18,18,18
5,100,11713,11,5,9,6,3,16,14,11,8,16,14,14,9
5,100,11728,15,17,18,5,8,3,19,6,14,14,1,5,18
5,100,11730,4,2,3,3,7,3,18,16,11,0,15,16,15
5,100,11844,17,8,13,4,4,15,12,16,7,17,17,12,1
5,100,11907,5,10,19,6,15,3,0,19,17,14,11,16,0
5,100,12079,15,10,13,0,6,0,16,15,10,1,0,19,0
5,100,12167,19,18,0,18,1,14,15,10,4,7,14,17,19
5,100,12232,10,17,6,17,18,14,1,13,2,12,3,5,5
5,100,12304,6,10,2,11,12,15,14,10,15,16,0,3,11
5,100,12323,19,17,5,18,11,16,13,10,11,15,17,16,7
5,100,12332,4,5,17,7,11,19,17,0,9,5,7,16,5
5,100,12537,14,7,7,7,17,17,11,17,18,10,14,19,1
5,100,12695,0,14,0,4,11,17,9,2,9,17,5,16,12
5,100,12830,3,19,4,16,10,2,17,11,12,3,13,0,18
5,100,12876,15,12,12,19,3,1,19,11,6,12,2,9,9
5,100,12906,4,10,10,1,5,7,11,16,10,5,16,7,4
5,100,12924,5,6,13,18,10,16,11,2,1,13,4,9,9
5,100,12993,18,18,17,1,0,1,8,16,3,9,15,19,5
5,100,13196,3,0,17,6,3,4,14,7,7,15,10,3,10
5,100,13316,5,17,0,18,12,6,16,19,11,0,7,7,16
5,100,13365,3,18,12,12,16,11,17,1,1,10,3,15,18
5,100,13400,2,16,16,0,18,9,3,12,3,2,14,3,1
5,100,13482,1,3,3,8,5,6,10,3,1,0,0,13,18
5,100,13491,10,4,16,10,18,15,18,8,3,12,1,4,6
5,100,13521,4,14,4,12,11,16,1,17,15,9,17,12,2
5,100,13530,12,16,13,16,12,10,16,0,14,4,4,18,11
5,100,13579,12,3,19,7,13,16,4,10,17,2,19,15,6
5,100,13612,16,19,3,6,15,18,3,3,9,7,19,16,6
5,100,13800,18,7,11,11,12,3,16,14,11,3,19,17,14
5,100,13804,2,2,4,15,18,13,17,6,7,16,9,11,6
5,100,13839,16,2,7,5,1,7,9,1,1,9,19,6,19
5,100,13845,15,14,17,2,13,0,0,16,18,13,19,12,9
5,100,14024,9,10,7,13,4,9,5,4,8,13,17,3,16
5,100,14117,11,5,17,19,17,4,1,6,13,18,0,17,5
5,100,14175,12,16,18,5,4,10,15,5,8,1,11,2,13
5,100,14186,15,2,3,10,4,3,6,6,13,15,11,8,14
5,100,14245,16,5,19,1,18,13,16,10,5,19,3,2,10
5,100,14270,10,10,6,19,10,19,18,10,11,7,4,17,9
5,100,14273,18,3,8,16,3,19,0,10,10,19,18,4,6
5,100,14297,6,2,4,1,4,8,19,3,11,10,18,16,1
5,100,14344,19,3,19,6,0,0,15,12,0,13,0,8,1
5,100,14417,8,5,18,17,9,13,9,15,3,2,5,1,2
5,100,14420,10,9,19,2,4,8,16,14,9,2,2,10,15
5,100,14496,16,1,19,9,17,12,14,7,12,2,14,6,15
5,100,14509,3,19,5,5,5,14,11,16,10,7,17,11,12
5,100,14522,13,8,1,18,19,4,1,0,11,1,0,3,2
5,100,14525,6,13,13,13,14,0,18,13,15,13,19,6,14
5,100,14686,7,12,19,2,11,7,1,9,0,15,3,16,10
5,100,14721,5,7,5,10,3,1,17,1,7,3,18,13,8
5,100,14903,3,7,2,19,0,9,2,15,2,7,17,3,2
5,100,14905,13,2,4,6,9,12,8,5,19,15,19,18,15
5,100,14914,19,2,18,15,19,18,19,13,16,13,14,13,7
5,100,14941,16,8,4,9,15,5,0,1,10,9,1,18,19
5,100,14968,2,0,19,9,18,12,5,16,2,6,9,4,8
5,100,14972,3,1,2,9,5,18,17,0,14,14,17,16,12
5,100,15010,6,2,10,18,2,8,9,13,4,2,15,11,8
5,100,15051,10,8,9,17,1,5,5,14,9,15,15,0,4
5,100,15055,14,2,1,9,6,3,19,17,9,5,18,19,16
5,100,15153,3,18,10,17,8,9,2,8,3,7,9,1,18
5,100,15156,5,9,19,14,19,18,13,17,2,7,16,9,0
5,100,15204,12,3,1,15,3,18,13,6,11,12,19,18,10
5,100,15233,3,8,0,11,0,10,18,14,14,8,10,1,13
5,100,15332,8,4,17,7,0,0,9,19,15,0,8,14,11
5,100,15408,17,5,2,10,12,4,15,17,12,3,0,16,17
5,100,15482,1,8,19,10,3,5,7,3,1,9,13,0,4
5,100,15570,5,5,13,9,9,2,17,15,12,1,13,5,9
5,100,15732,11,14,7,11,14,5,3,10,8,15,6,12,19
5,100,15763,16,0,2,13,12,16,14,12,17,12,0,6,14
5,100,15782,7,8,8,16,0,6,5,10,19,18,12,11,9
5,100,15996,13,2,19,2,4,6,2,19,5,17,1,0,4
5,100,16023,18,9,3,18,8,5,11,19,12,6,12,12,17
5,100,16117,16,7,10,17,12,18,4,10,0,18,4,8,19
5,100,16121,11,9,14,16,12,6,11,11,2,7,14,15,19
5,100,16136,7,14,3,18,15,1,16,17,2,13,0,17,6
5,100,16151,12,1,0,13,0,8,1,4,14,16,11,5,12
5,100,16229,11,6,10,18,1,6,7,4,5,17,6,16,7
5,100,16234,7,10,0,16,3,6,4,4,13,10,5,9,3
5,100,16363,18,9,14,18,8,7,18,14,18,7,4,16,3
5,100,16382,8,12,8,18,10,16,17,9,11,19,9,18,7
5,100,16392,14,15,11,16,10,15,0,1,8,11,12,10,18
5,100,16399,9,18,6,12,7,17,18,6,6,5,4,8,7
5,100,16426,18,8,15,12,18,12,2,8,18,15,18,18,12
5,100,16493,2,4,0,4,6,2,1,4,2,4,7,15,7
5,100,16631,5,11,12,8,6,10,9,14,17,0,11,15,2
5,100,16691,9,14,5,4,2,7,2,2,8,14,11,13,2
5,100,16709,5,16,2,2,12,7,1,6,11,6,6,1,16
5,100,16752,4,4,2,5,17,14,8,18,17,9,11,1,7
5,100,16910,8,0,10,11,11,0,2,1,11,18,4,13,19
5,100,16971,2,9,1,16,18,13,8,13,5,2,6,14,7
5,100,17052,0,14,2,12,8,1,6,16,7,8,12,6,3
5,100,17095,19,18,12,16,15,12,2,8,12,2,4,18,13
5,100,17183,2,6,19,8,1,19,7,11,5,3,12,8,2
5,100,17238,1,17,15,5,17,19,15,7,5,18,6,17,5
5,100,17244,7,6,14,11,15,4,7,5,12,19,6,13,15
5,100,17340,4,5,12,3,13,12,12,7,15,9,0,8,19
5,100,17388,12,8,13,18,7,8,18,16,13,11,4,9,7
5,100,17461,2,2,1,18,4,13,10,18,6,5,18,6,5
5,100,17469,3,6,12,11,4,15,8,18,17,18,14,8,5
5,100,17506,4,13,1,16,5,3,10,11,18,10,14,2,10
5,100,17512,16,11,6,14,14,19,4,13,18,9,16,1,17
5,100,17561,13,11,8,7,2,19,5,14,0,10,1,2,9
5,100,17628,17,6,11,12,18,16,8,5,10,17,0,18,14
5,100,17679,17,18,9,6,8,7,15,8,7,15,10,12,16
5,100,17701,0,1,2,16,3,7,10,17,3,0,19,12,8
5,100,17715,5,5,6,8,8,8,5,10,15,0,0,4,12
5,100,17780,10,12,1,6,4,11,3,14,4,4,0,5,15
5,100,17854,15,0,13,19,16,15,17,1,16,4,5,11,19
5,100,17988,16,19,1,8,14,3,14,6,11,17,15,16,11
5,100,18046,6,7,13,5,7,17,18,4,17,13,8,19,12
5,100,18060,14,2,18,4,7,15,8,0,19,11,5,16,16
5,100,18064,10,3,6,8,6,4,11,10,5,6,3,18,2
5,100,18181,18,18,3,1,12,10,19,8,5,1,19,14,10
5,100,18185,3,11,8,18,7,9,9,3,6,1,5,5,4
5,100,18218,6,8,2,1,19,10,9,7,5,4,18,14,7
5,135,74,12,10,17,19,5,4,15,16,6,12,0,7,13
5,135,3131,16,17,14,17,8,12,15,2,4,9,12,15,0
5,135,4895,12,0,18,13,6,2,11,3,18,19,4,1,10
5,135,5248,19,15,9,3,14,9,11,8,10,17,3,18,13
5,135,5963,2,10,12,2,14,13,14,10,3,19,15,5,12
5,135,5968,14,8,17,13,14,15,9,8,17,6,10,7,14
5,135,7307,11,2,8,8,12,17,6,18,7,11,1,15,13
5,135,10042,17,18,6,15,10,17,7,8,16,16,5,2,7
5,135,13804,5,3,18,15,5,4,8,1,7,0,17,3,11
5,135,18060,12,6,2,14,17,11,19,14,16,12,18,19,6
5,137,4058,8,17,1,17,11,15,12,12,14,18,9,10,18
5,137,9343,14,14,4,18,2,7,5,1,0,0,17,15,5
5,137,10877,0,10,19,18,10,17,16,8,3,17,11,2,14
5,199,18,10,1,17,3,12,13,8,11,7,16,11,10,13
5,199,625,14,6,7,7,17,14,7,13,9,0,8,9,0
5,199,2920,10,5,15,10,1,14,15,6,13,9,4,16,14
5,199,4358,19,3,5,1,19,2,3,18,15,18,12,0,0
5,199,5897,17,0,3,16,9,14,7,14,14,0,6,7,0
5,199,6184,2,9,3,18,9,0,18,10,17,16,16,0,12
5,199,6696,7,11,9,10,8,16,7,19,4,3,7,8,7
5,199,6721,14,15,0,1,0,0,11,12,17,4,18,10,2
5,199,8869,6,13,0,14,12,15,15,4,15,10,19,8,6
5,199,9254,7,12,13,0,18,17,12,12,13,11,3,19,16
5,199,10062,13,6,8,1,10,14,15,8,4,4,8,19,7
5,199,10877,14,19,2,11,9,11,4,17,2,8,3,19,9
5,199,12232,12,16,2,0,15,15,17,13,10,9,15,19,6
5,199,13400,2,12,6,14,16,19,19,7,18,4,17,19,5
5,199,14420,7,6,10,3,2,9,14,1,6,10,13,3,0
5,199,15763,9,13,0,2,16,19,13,15,0,15,12,15,10
